,cid
31452,84589448
31453,110111653
31454,16481151
31455,92595354
31456,2625932
31457,53180691
31458,127250809
31459,2096494
31460,2831229
31461,2685518
31462,20925479
31463,4575756
31464,4578120
31465,71571306
31466,2741685
31467,45252742
31468,8760052
31469,1510303
31470,110266007
31471,2746895
31472,75453749
31473,72150246
31474,71973952
31475,903171
31476,2830667
31477,22551854
31478,1253300
31479,75514903
31480,168046040
31481,83278570
31482,1334326
31483,46998621
31484,1123742
31485,24565439
31486,1039500
31487,24656137
31488,1952553
31489,3368059
31490,2673435
31491,121504560
31492,20924804
31493,156002014
31494,13738
31495,6625756
31496,42534544
31497,6496900
31498,17600419
31499,2979849
31500,2086331
31501,110263122
31502,2876396
31503,2314355
31504,131908856
31505,16354413
31506,127249533
31507,110094706
31508,743606
31509,417192
31510,16647033
31511,5305499
31512,15990791
31513,24281733
31514,661397
31515,127037084
31516,4767575
31517,91906710
31518,3158615
31519,46395346
31520,51120034
31521,91633670
31522,42357493
31523,225710
31524,25200522
31525,91916762
31526,4335147
31527,46292466
31528,42653028
31529,280313
31530,44095565
31531,46503512
31532,71976789
31533,2242064
31534,40060221
31535,23790233
31536,134161285
31537,68347661
31538,86782047
31539,16906971
31540,2729042
31541,4057020
31542,119074816
31543,16231342
31544,46358834
31545,3228419
31546,2608117
31547,3522992
31548,124067806
31549,131925735
31550,119104883
31551,6485915
31552,121532539
31553,1633065
31554,4881159
31555,72022929
31556,16809743
31557,1484383
31558,4679769
31559,718836
31560,543159
31561,110107112
31562,1485681
31563,42894330
31564,18572104
31565,131936910
31566,72928848
31567,2871923
31568,363027
31569,6194
31570,22519416
31571,3108169
31572,4656665
31573,122246042
31574,15270985
31575,5173
31576,45202436
31577,367225
31578,4771615
31579,135840273
31580,4290464
31581,17411187
31582,7161321
31583,117909640
31584,131894670
31585,91910313
31586,45214530
31587,798078
31588,14135334
31589,2974597
31590,38939595
31591,2268768
31592,84589388
31593,42145797
31594,3986625
31595,135509302
31596,16017681
31597,110128984
31598,2900804
31599,119065109
31600,53094088
31601,46283328
31602,2966467
31603,53026668
31604,1331780
31605,74734442
31606,42919316
31607,3783356
31608,121017003
31609,3235707
31610,129455391
31611,53550525
31612,72143296
31613,122161464
31614,53121430
31615,50960175
31616,72915391
31617,2976127
31618,91812808
31619,2228399
31620,7914842
31621,78427026
31622,135955537
31623,16861106
31624,1070266
31625,132775462
31626,614285
31627,75382279
31628,240980
31629,11837235
31630,75505168
31631,700123
31632,49423788
31633,135400710
31634,86799821
31635,28230148
31636,3229
31637,2380804
31638,47088806
31639,16672113
31640,22586156
31641,46976627
31642,900726
31643,6451714
31644,769413
31645,33335666
31646,783716
31647,2944186
31648,5111967
31649,1939959
31650,3884922
31651,31438513
31652,4880959
31653,53911541
31654,2128697
31655,72893103
31656,2785909
31657,53181413
31658,126850716
31659,3775610
31660,17497655
31661,20892545
31662,42927632
31663,5578
31664,2849628
31665,17482859
31666,3241677
31667,75397975
31668,4675755
31669,3315774
31670,2432116
31671,44062827
31672,3975378
31673,721490
31674,92635627
31675,32234945
31676,71911575
31677,951461
31678,764551
31679,135462575
31680,71906121
31681,1265304
31682,72149712
31683,567611
31684,182788
31685,975542
31686,1365802
31687,134160971
31688,119101926
31689,3255946
31690,71981372
31691,16260735
31692,842867
31693,4014067
31694,16231891
31695,17514779
31696,131899441
31697,44095584
31698,45611530
31699,46146793
31700,92596829
31701,655556
31702,70776233
31703,110153940
31704,2216
31705,46363624
31706,71836015
31707,45212464
31708,2852959
31709,84592965
31710,2161180
31711,771866
31712,3368586
31713,57757878
31714,121586223
31715,769002
31716,110097640
31717,110154324
31718,121019641
31719,1079124
31720,20910936
31721,16943837
31722,4062180
31723,2737169
31724,40053046
31725,76189046
31726,53042232
31727,30848970
31728,17528365
31729,2325048
31730,74280
31731,11502243
31732,4893
31733,22586989
31734,126468632
31735,71921023
31736,118785438
31737,131703158
31738,84585836
31739,42949215
31740,995934
31741,8087347
31742,16299418
31743,16421751
31744,12201
31745,4138055
31746,46997722
31747,110166620
31748,129623313
31749,132451405
31750,17014498
31751,658119
31752,42686294
31753,2921979
31754,71981518
31755,17408108
31756,1000857
31757,91409035
31758,20936478
31759,2859509
31760,2815668
31761,1473168
31762,22586645
31763,17461929
31764,686744
31765,774422
31766,46975588
31767,124058483
31768,56781090
31769,20956451
31770,1646129
31771,17018670
31772,73139173
31773,820817
31774,1475370
31775,110260375
31776,781458
31777,84590846
31778,45623967
31779,72102441
31780,66509642
31781,805155
31782,110118212
31783,60441101
31784,2421493
31785,110246393
31786,71685023
31787,45113275
31788,23848463
31789,20952704
31790,134160807
31791,121018386
31792,75432669
31793,50808559
31794,71933724
31795,755336
31796,121516068
31797,5108452
31798,719296
31799,110268656
31800,40889540
31801,1040926
31802,556017
31803,2222946
31804,71992102
31805,22520445
31806,3703893
31807,3157478
31808,71893
31809,16013033
31810,126854656
31811,72126946
31812,46264545
31813,46958394
31814,4772792
31815,5307189
31816,1240486
31817,71729588
31818,259380
31819,42581090
31820,9906849
31821,5296715
31822,1486229
31823,3785275
31824,110215961
31825,45852108
31826,127248215
31827,4963857
31828,3236110
31829,132770713
31830,2677946
31831,50750511
31832,34009380
31833,134160711
31834,89542346
31835,51173297
31836,20863880
31837,52596836
31838,126854203
31839,2464622
31840,46275693
31841,768243
31842,3131584
31843,53024009
31844,72138762
31845,136534741
31846,16586242
31847,12220369
31848,6921071
31849,71931336
31850,2999224
31851,75375467
31852,738164
31853,24277316
31854,86800237
31855,14640402
31856,110088245
31857,46883775
31858,126852011
31859,53157383
31860,3726763
31861,767423
31862,121115655
31863,1471467
31864,53180798
31865,46993572
31866,755316
31867,22334838
31868,324119
31869,41294232
31870,53115439
31871,2921148
31872,1987553
31873,45819150
31874,110246069
31875,862121
31876,110263263
31877,46372082
31878,975269
31879,121019242
31880,2221235
31881,129615015
31882,56714276
31883,2091094
31884,1151570
31885,124206371
31886,7292794
31887,690107
31888,46257000
31889,3099606
31890,53033739
31891,121585979
31892,16013252
31893,100758966
31894,916993
31895,882236
31896,110251172
31897,71977320
31898,132772125
31899,46980730
31900,16304099
31901,2989828
31902,779657
31903,16437667
31904,119068816
31905,49665910
31906,2442208
31907,146121107
31908,75369707
31909,17537693
31910,45832899
31911,138319675
31912,46256521
31913,1948553
31914,3288829
31915,671631
31916,42460484
31917,872840
31918,16603080
31919,1256158
31920,67537
31921,5311382
31922,84585708
31923,46395249
31924,20864731
31925,121518472
31926,17417355
31927,17372531
31928,30944349
31929,975378
31930,92444808
31931,75452190
31932,124218610
31933,2889499
31934,2854401
31935,4528622
31936,2817926
31937,1259590
31938,1090116
31939,11955716
31940,121508701
31941,44711784
31942,1209957
31943,121023279
31944,124217912
31945,11654566
31946,91631658
31947,53084604
31948,53517433
31949,27374971
31950,46273657
31951,16194008
31952,46349116
31953,121023099
31954,53612895
31955,131897262
31956,131952206
31957,74443490
31958,45355754
31959,836702
31960,16846155
31961,2165332
31962,20945334
31963,1917289
31964,2741544
31965,17186089
31966,34367919
31967,20925250
31968,19589418
31969,72879936
31970,45803872
31971,110196440
31972,17553726
31973,121398766
31974,62019145
31975,46829239
31976,136707012
31977,1633316
31978,123243067
31979,5162203
31980,41360334
31981,806290
31982,12813
31983,124209876
31984,75455387
31985,72910946
31986,124042187
31987,4788308
31988,650510
31989,45871176
31990,110215165
31991,46343003
31992,128965283
31993,565765
31994,110083000
31995,22553562
31996,25487419
31997,2877133
31998,674331
31999,2952895
32000,1339945
32001,644784
32002,72879077
32003,45834993
32004,91913400
32005,246563
32006,121181879
32007,95834241
32008,16391492
32009,333934
32010,69806190
32011,39178633
32012,87053083
32013,925336
32014,2858175
32015,122243918
32016,121023490
32017,8892143
32018,2098907
32019,676306
32020,18576917
32021,110098880
32022,6468769
32023,2930838
32024,935634
32025,121175603
32026,2394006
32027,22427589
32028,23822440
32029,2866364
32030,50780261
32031,25043
32032,15994622
32033,127248343
32034,50810424
32035,16014406
32036,16031428
32037,131905833
32038,994638
32039,7755
32040,119101799
32041,1069148
32042,46985205
32043,16025227
32044,23276806
32045,1017577
32046,8547069
32047,5739015
32048,79076063
32049,42704110
32050,3552920
32051,45170926
32052,75431493
32053,3414158
32054,16031228
32055,5050343
32056,593655
32057,2832539
32058,84593140
32059,53097876
32060,780
32061,41369321
32062,137915378
32063,136881569
32064,73149175
32065,121172040
32066,3547707
32067,2283059
32068,131703498
32069,16802380
32070,121518086
32071,279888
32072,111037
32073,71980287
32074,46289992
32075,17392271
32076,711817
32077,3727970
32078,197732
32079,110100097
32080,657169
32081,973127
32082,4196012
32083,20867189
32084,92127152
32085,4164844
32086,84594621
32087,53180594
32088,16360136
32089,9534619
32090,53106963
32091,44605616
32092,20914021
32093,46965669
32094,22551945
32095,3205861
32096,2800887
32097,4342371
32098,4219288
32099,86787226
32100,121023475
32101,2814411
32102,2329267
32103,20957708
32104,51114098
32105,17512160
32106,25073775
32107,45916209
32108,3504259
32109,16956771
32110,4234241
32111,53114711
32112,47023174
32113,119070227
32114,40028135
32115,6485969
32116,53024033
32117,1307514
32118,17535295
32119,22588081
32120,2082778
32121,46499322
32122,3738550
32123,110166662
32124,46396241
32125,68081
32126,110124325
32127,110166616
32128,75393932
32129,45892409
32130,905745
32131,135463292
32132,165413380
32133,46273786
32134,56725625
32135,53157298
32136,121190905
32137,50836985
32138,17463
32139,75441527
32140,53033941
32141,16014884
32142,16487629
32143,768332
32144,121494940
32145,110119551
32146,122557351
32147,1094196
32148,16028762
32149,60610411
32150,131703144
32151,4916649
32152,73249
32153,49843471
32154,46056251
32155,44071138
32156,616915
32157,59361
32158,16359735
32159,16462321
32160,1342885
32161,2241530
32162,10268
32163,30707350
32164,620565
32165,71911615
32166,1078726
32167,903067
32168,213672
32169,1034218
32170,4187929
32171,91904827
32172,129596741
32173,72133251
32174,3953264
32175,17198677
32176,737340
32177,53571316
32178,121162870
32179,3910135
32180,2479045
32181,5309367
32182,2931360
32183,728720
32184,86778918
32185,135616548
32186,673734
32187,798199
32188,124063297
32189,25472836
32190,4069238
32191,126851705
32192,52658953
32193,707450
32194,2539957
32195,75384788
32196,9472381
32197,18583752
32198,127248835
32199,1900101
32200,11563984
32201,33373219
32202,110109160
32203,121023192
32204,1521296
32205,16669221
32206,110122143
32207,129622799
32208,4331428
32209,75299874
32210,122243800
32211,46273830
32212,59242746
32213,2345538
32214,16001013
32215,650042
32216,72125333
32217,8871186
32218,4066658
32219,17434780
32220,90938987
32221,56687833
32222,92131091
32223,22549769
32224,71844274
32225,91909312
32226,18569959
32227,4626
32228,50753791
32229,2461257
32230,112323924
32231,11655119
32232,704064
32233,45869969
32234,24233105
32235,781537
32236,2795801
32237,3240604
32238,132450843
32239,110128998
32240,23607618
32241,22331246
32242,695679
32243,1462199
32244,86767454
32245,46982718
32246,1299105
32247,406793
32248,9951154
32249,25658814
32250,6403054
32251,5043536
32252,721388
32253,119104365
32254,126851683
32255,6460359
32256,1491139
32257,3472327
32258,110266733
32259,53132868
32260,75427863
32261,740469
32262,544900
32263,95826700
32264,772774
32265,74576689
32266,46960202
32267,4771075
32268,645782
32269,4034259
32270,71832503
32271,5303360
32272,611836
32273,121019626
32274,2887932
32275,45978397
32276,135495201
32277,53178143
32278,41317
32279,19618642
32280,25665057
32281,126850353
32282,3782470
32283,5040205
32284,2894568
32285,92565021
32286,619727
32287,2941534
32288,1114592
32289,24981665
32290,42608437
32291,26954445
32292,18566687
32293,3927984
32294,122243823
32295,131933596
32296,22586992
32297,17529901
32298,16279246
32299,3601120
32300,83272648
32301,30641750
32302,4875234
32303,43815840
32304,124040478
32305,3236712
32306,92082716
32307,131922616
32308,53028177
32309,65696
32310,1365930
32311,83278385
32312,42686194
32313,73439688
32314,4965337
32315,671377
32316,3601086
32317,110098203
32318,1471667
32319,2937841
32320,16424016
32321,53174851
32322,4566804
32323,17464755
32324,2148784
32325,135796460
32326,135541241
32327,631488
32328,41589224
32329,121165134
32330,10149311
32331,53188567
32332,122563414
32333,53089927
32334,59743595
32335,39042
32336,5391486
32337,4069610
32338,2266040
32339,46987710
32340,4456469
32341,5056530
32342,867088
32343,1452962
32344,53166079
32345,50810448
32346,2304519
32347,1153725
32348,71997024
32349,3231299
32350,110091476
32351,124039436
32352,2766096
32353,168457495
32354,53163412
32355,4876859
32356,2062917
32357,32372940
32358,5297549
32359,119063457
32360,53187337
32361,90488025
32362,17569253
32363,1896965
32364,672040
32365,17173778
32366,25200724
32367,74242479
32368,22512117
32369,6469705
32370,3989643
32371,2152082
32372,824607
32373,70670
32374,2757979
32375,72915228
32376,122246165
32377,2334860
32378,1982709
32379,722280
32380,121020532
32381,869571
32382,92127878
32383,1418151
32384,53076240
32385,42534187
32386,16030698
32387,1488067
32388,4182036
32389,729930
32390,20857325
32391,135438582
32392,123140383
32393,16249537
32394,17254226
32395,50744373
32396,9580393
32397,5702901
32398,2737682
32399,40008551
32400,131702882
32401,126929325
32402,2742201
32403,110092355
32404,661542
32405,7893124
32406,27677616
32407,1357309
32408,110120679
32409,4124454
32410,22548806
32411,46069960
32412,20949813
32413,30008530
32414,18589317
32415,46249270
32416,1070506
32417,110085690
32418,3467440
32419,60311152
32420,131906976
32421,16266419
32422,75393778
32423,16673898
32424,321937
32425,44129660
32426,110084065
32427,2407441
32428,72109079
32429,126850640
32430,121497922
32431,110122268
32432,4275513
32433,42893178
32434,84599921
32435,11449830
32436,6623
32437,17467723
32438,2093845
32439,135468281
32440,91915592
32441,24647487
32442,3238729
32443,16326612
32444,2464769
32445,46277305
32446,72165418
32447,7064831
32448,807780
32449,20947781
32450,126853679
32451,2231615
32452,804168
32453,119100913
32454,56723390
32455,53035879
32456,110268781
32457,4573678
32458,17455335
32459,35579531
32460,7659959
32461,17600320
32462,1023014
32463,42529780
32464,4622804
32465,78953914
32466,22554569
32467,45355458
32468,1552026
32469,2831703
32470,92113675
32471,132450810
32472,1504449
32473,1340764
32474,71990936
32475,131891741
32476,78162481
32477,92623291
32478,71911628
32479,1462225
32480,22694672
32481,122565830
32482,53569915
32483,52724668
32484,16010016
32485,17437733
32486,39710434
32487,3236278
32488,16476505
32489,47021977
32490,16343776
32491,51135845
32492,4870196
32493,2947893
32494,131702576
32495,20955272
32496,110261985
32497,34588783
32498,110099604
32499,8394
32500,45352399
32501,22511697
32502,46275509
32503,4369630
32504,121165551
32505,136031957
32506,3094136
32507,110251089
32508,2802764
32509,2728227
32510,121509305
32511,750778
32512,16011003
32513,701100
32514,45610389
32515,110094206
32516,22551236
32517,124073233
32518,709603
32519,1312230
32520,110107795
32521,70743812
32522,16018785
32523,16024558
32524,1473950
32525,1245747
32526,2936477
32527,12004953
32528,16028461
32529,47046589
32530,943274
32531,40958844
32532,118769142
32533,17374586
32534,136666318
32535,135457103
32536,135543905
32537,3395506
32538,712456
32539,42962610
32540,3241249
32541,126850806
32542,4161904
32543,49783953
32544,138377590
32545,8099609
32546,3602164
32547,4761
32548,44821640
32549,53090941
32550,52200610
32551,131703151
32552,138376512
32553,714299
32554,2588738
32555,2998566
32556,50801841
32557,16026069
32558,3237780
32559,768857
32560,16002484
32561,33327493
32562,70719780
32563,53073587
32564,654805
32565,75452766
32566,45868506
32567,14768
32568,53563464
32569,5307390
32570,2214891
32571,2305927
32572,110117234
32573,53035789
32574,59603622
32575,122162337
32576,1301976
32577,45797326
32578,121524147
32579,16227352
32580,2161152
32581,50825339
32582,614217
32583,42110376
32584,16478721
32585,110100771
32586,714424
32587,50753395
32588,50778026
32589,19574111
32590,7666295
32591,26436358
32592,18879973
32593,20910670
32594,110267697
32595,53012338
32596,796579
32597,6911919
32598,5706736
32599,5485196
32600,16212736
32601,107745
32602,9046453
32603,683953
32604,3158289
32605,72012574
32606,72018203
32607,4898031
32608,77262
32609,53167195
32610,2614081
32611,866597
32612,86790454
32613,4297392
32614,28097863
32615,121022559
32616,2843940
32617,168045820
32618,75106
32619,310096
32620,16784308
32621,53173024
32622,2785649
32623,17491526
32624,6456964
32625,3861259
32626,3243164
32627,62378715
32628,672009
32629,2318690
32630,75111378
32631,3144338
32632,42104849
32633,17490551
32634,110166697
32635,121052471
32636,126819615
32637,2953022
32638,24239858
32639,1239891
32640,16032712
32641,4848054
32642,727195
32643,670759
32644,17596320
32645,30973968
32646,4095910
32647,20910409
32648,6409800
32649,24906269
32650,4437091
32651,43813797
32652,100751971
32653,36327161
32654,46247120
32655,90623703
32656,738843
32657,72887598
32658,2195892
32659,84593538
32660,6498609
32661,2207551
32662,53337654
32663,99617740
32664,60918
32665,30849727
32666,135473419
32667,16016990
32668,3100915
32669,663263
32670,26392671
32671,1773288
32672,92425684
32673,72020878
32674,45502299
32675,3563980
32676,137906865
32677,53006670
32678,110110347
32679,1380422
32680,1088568
32681,20995623
32682,4962950
32683,3245770
32684,91889082
32685,151171
32686,890909
32687,129619669
32688,16761921
32689,74579555
32690,56787929
32691,45893601
32692,75358558
32693,2250374
32694,6495040
32695,5293655
32696,2753575
32697,46381692
32698,16348929
32699,6471504
32700,6615968
32701,92417704
32702,60319394
32703,20923862
32704,150696
32705,3807559
32706,42669762
32707,53011791
32708,20950318
32709,12630813
32710,45577699
32711,1248279
32712,126863179
32713,46352416
32714,15046231
32715,8151589
32716,9101073
32717,5306868
32718,3440195
32719,23089638
32720,644243
32721,3243343
32722,4296325
32723,1327158
32724,110248149
32725,50846904
32726,5281672
32727,110107733
32728,2738745
32729,56872375
32730,16863997
32731,3682698
32732,939504
32733,25581904
32734,126853663
32735,131930366
32736,728832
32737,16324778
32738,28623865
32739,16584508
32740,3486626
32741,1267993
32742,3368584
32743,124206740
32744,131913291
32745,45840742
32746,739516
32747,17525308
32748,41519736
32749,86815144
32750,91913585
32751,17507
32752,91924565
32753,3197405
32754,3495871
32755,135579971
32756,56882030
32757,6470464
32758,2957753
32759,51070368
32760,78817019
32761,42939707
32762,16557711
32763,121521346
32764,2501367
32765,53056983
32766,71988759
32767,6621478
32768,75593290
32769,2836147
32770,3225019
32771,20949642
32772,22428718
32773,110083969
32774,568924
32775,16014149
32776,7115901
32777,72938053
32778,28561560
32779,110090932
32780,42529063
32781,4992776
32782,47078544
32783,45239016
32784,341671
32785,17431102
32786,73010393
32787,1040179
32788,135411366
32789,53161259
32790,3207863
32791,92129924
32792,137701244
32793,7557544
32794,45880878
32795,17098850
32796,3293415
32797,23932643
32798,4855517
32799,2897217
32800,1859433
32801,11838318
32802,46376305
32803,8617899
32804,4338344
32805,3236989
32806,92113292
32807,73168492
32808,39976658
32809,92120085
32810,3385813
32811,1653580
32812,81350
32813,16008899
32814,74507228
32815,20934930
32816,121022276
32817,8382725
32818,2876085
32819,119101369
32820,39973364
32821,131914863
32822,73152351
32823,5205310
32824,32757109
32825,4738424
32826,70711640
32827,821834
32828,124216252
32829,3759301
32830,45822037
32831,17490234
32832,4200452
32833,1245917
32834,3296451
32835,136881575
32836,122160449
32837,9462736
32838,95843067
32839,91919526
32840,91887415
32841,20890050
32842,214347
32843,753141
32844,1164143
32845,44551660
32846,110261198
32847,16933199
32848,4464849
32849,7040271
32850,16668048
32851,53607390
32852,122162336
32853,46080178
32854,22512049
32855,73219540
32856,132451107
32857,49658681
32858,126850442
32859,5281416
32860,2951844
32861,1510908
32862,110092505
32863,29089056
32864,46394849
32865,4779952
32866,44040559
32867,53594958
32868,20962061
32869,2741920
32870,75406915
32871,42585949
32872,50809214
32873,18207546
32874,3170396
32875,3469750
32876,1959623
32877,42571148
32878,138454779
32879,1839248
32880,658827
32881,95811454
32882,25916586
32883,43957010
32884,22520174
32885,75456034
32886,655404
32887,53075715
32888,3242405
32889,53186640
32890,707719
32891,42647921
32892,22588198
32893,75514890
32894,2859420
32895,1226157
32896,124207972
32897,26823028
32898,2877139
32899,22512106
32900,1038411
32901,17526591
32902,1047836
32903,1279431
32904,2123195
32905,49673520
32906,4594461
32907,3708019
32908,273075
32909,711005
32910,4992723
32911,3158992
32912,99920
32913,154773678
32914,75374747
32915,47001186
32916,738168
32917,16288380
32918,9260694
32919,7685645
32920,3568106
32921,17218056
32922,24131845
32923,1512177
32924,25575639
32925,1996231
32926,590954
32927,75475176
32928,56719594
32929,45217753
32930,691831
32931,4961358
32932,16332776
32933,940294
32934,2878727
32935,691956
32936,86779672
32937,834
32938,4083111
32939,45804673
32940,984331
32941,2992721
32942,17476202
32943,27370148
32944,1079307
32945,1419518
32946,17375714
32947,1265525
32948,45232500
32949,11370
32950,90331177
32951,18525555
32952,20966735
32953,20905016
32954,4704726
32955,8201977
32956,110266214
32957,122243169
32958,84590651
32959,110262407
32960,91890588
32961,71783567
32962,104803
32963,20943059
32964,46343061
32965,844632
32966,18568326
32967,53158674
32968,46249506
32969,53014798
32970,56821142
32971,20879823
32972,53107379
32973,16017378
32974,110083201
32975,16762610
32976,90627490
32977,71871473
32978,16025160
32979,110108874
32980,25852133
32981,9550626
32982,4912285
32983,609250
32984,121020564
32985,3720542
32986,22586952
32987,22421895
32988,75381087
32989,136233429
32990,4774741
32991,677838
32992,71983171
32993,665922
32994,43221453
32995,127251003
32996,135422425
32997,131913457
32998,118774158
32999,5154292
33000,42885777
33001,122243135
33002,45185782
33003,119104608
33004,740053
33005,2972602
33006,45249141
33007,92603480
33008,3745586
33009,2211720
33010,2987558
33011,17376126
33012,5005230
33013,20857322
33014,2225201
33015,17420037
33016,72133331
33017,34442046
33018,2886111
33019,110242897
33020,17524603
33021,136087891
33022,16623209
33023,591445
33024,131940747
33025,53156521
33026,92128721
33027,4218441
33028,49790838
33029,4790066
33030,110118973
33031,16014371
33032,2900555
33033,977456
33034,42537146
33035,752151
33036,1096565
33037,3768796
33038,39101268
33039,52408471
33040,135742054
33041,1135799
33042,20880747
33043,50944908
33044,3770655
33045,1273764
33046,1242771
33047,649208
33048,110259583
33049,92087452
33050,24245019
33051,6622535
33052,53180863
33053,53177322
33054,136111873
33055,122244519
33056,27209
33057,61129
33058,130166728
33059,666501
33060,1941076
33061,131894384
33062,1045688
33063,2155032
33064,832190
33065,3018455
33066,16020889
33067,11837223
33068,4996772
33069,17101408
33070,47049438
33071,121022488
33072,46396320
33073,4857242
33074,135579997
33075,121516964
33076,663197
33077,70723039
33078,3243914
33079,16831298
33080,10663754
33081,1895937
33082,52543399
33083,10151715
33084,91662204
33085,71983743
33086,50749576
33087,7018670
33088,71855606
33089,3237197
33090,22520138
33091,52308989
33092,119073640
33093,45499036
33094,70765295
33095,20908995
33096,110109927
33097,121513048
33098,2055854
33099,53164373
33100,3363195
33101,45892879
33102,124206583
33103,747991
33104,18825127
33105,124039551
33106,2743076
33107,3674347
33108,110118662
33109,4080
33110,2820161
33111,867089
33112,4073201
33113,701865
33114,45801908
33115,51070383
33116,110099617
33117,46296128
33118,733222
33119,110120928
33120,729965
33121,2309128
33122,4412951
33123,663734
33124,53151713
33125,32445160
33126,2847365
33127,46507804
33128,443278
33129,5397925
33130,16414803
33131,3237443
33132,1482156
33133,7522120
33134,110246906
33135,39991560
33136,8453885
33137,1928177
33138,53924553
33139,110092769
33140,3241527
33141,17533472
33142,3160818
33143,1023223
33144,16019633
33145,42934682
33146,45186937
33147,15459
33148,44219749
33149,2740259
33150,3762334
33151,3210153
33152,21454552
33153,17565408
33154,46349206
33155,3745237
33156,20914989
33157,1358448
33158,36305512
33159,5822641
33160,1396078
33161,18568271
33162,4032
33163,15868
33164,45235119
33165,1163007
33166,2882
33167,45811289
33168,129317904
33169,122565808
33170,119103402
33171,10026128
33172,22586964
33173,126851795
33174,122568152
33175,590824
33176,72001105
33177,54693395
33178,75259106
33179,53005326
33180,4782818
33181,2886424
33182,3242425
33183,17024993
33184,129612263
33185,72669
33186,10632704
33187,1434200
33188,4908
33189,24761590
33190,17591213
33191,110109924
33192,121534768
33193,71859778
33194,2741306
33195,110129001
33196,119068645
33197,75466580
33198,3481988
33199,110363626
33200,690446
33201,1244679
33202,110153946
33203,1261254
33204,4143169
33205,7127829
33206,1044983
33207,118278442
33208,8623939
33209,22513008
33210,5118082
33211,658973
33212,4788169
33213,2675068
33214,50788738
33215,294784
33216,46360323
33217,122264015
33218,110097786
33219,4718092
33220,53105013
33221,122160756
33222,124072559
33223,91909249
33224,3600806
33225,46281798
33226,44616043
33227,75468892
33228,3519
33229,1115493
33230,30868099
33231,665593
33232,110261523
33233,20882041
33234,71911597
33235,5322962
33236,8150838
33237,2731658
33238,793258
33239,3300652
33240,71998068
33241,126855504
33242,1488336
33243,2780065
33244,655616
33245,29719626
33246,665602
33247,124218041
33248,1001528
33249,1082996
33250,127249254
33251,16034265
33252,42537858
33253,74736246
33254,15988183
33255,1137159
33256,110255874
33257,2908014
33258,77078779
33259,2763504
33260,4098790
33261,16374626
33262,3149850
33263,1477648
33264,649375
33265,39560319
33266,17508001
33267,20936507
33268,624159
33269,16188050
33270,612856
33271,4414227
33272,987600
33273,127265778
33274,122264071
33275,121115938
33276,110166809
33277,119104032
33278,3173969
33279,1253186
33280,50748575
33281,22590081
33282,121516071
33283,16260143
33284,3567098
33285,3678534
33286,110266119
33287,74505291
33288,122246672
33289,689487
33290,92423760
33291,132649261
33292,759925
33293,79379
33294,2744671
33295,5704039
33296,6183643
33297,617877
33298,13569172
33299,121514979
33300,50821255
33301,5154
33302,127250305
33303,1263476
33304,24324058
33305,4261
33306,20865587
33307,16034631
33308,2316156
33309,16014950
33310,286547
33311,135542624
33312,8741398
33313,4062
33314,3135562
33315,2807998
33316,110268714
33317,3464424
33318,2914727
33319,46331589
33320,630862
33321,1172083
33322,3225258
33323,122243290
33324,131940361
33325,5298658
33326,2823848
33327,121017534
33328,53041614
33329,22517942
33330,416119
33331,5149465
33332,26434734
33333,45984545
33334,1093896
33335,95808647
33336,366109
33337,4834584
33338,42528371
33339,122245905
33340,45215909
33341,1073708
33342,132770960
33343,23609061
33344,893596
33345,667926
33346,5307606
33347,90781033
33348,110225770
33349,54863026
33350,74736270
33351,996760
33352,3238364
33353,30631646
33354,4554052
33355,119073188
33356,3243683
33357,72128803
33358,28955278
33359,4529665
33360,28250423
33361,365390
33362,22510214
33363,2803870
33364,5713661
33365,9583396
33366,40063417
33367,3162882
33368,929402
33369,53095264
33370,44886919
33371,41527703
33372,135417370
33373,17023371
33374,16326450
33375,132778960
33376,16459726
33377,2999128
33378,14975978
33379,110226109
33380,46358837
33381,136707390
33382,1245227
33383,92631647
33384,2823324
33385,110085377
33386,131898568
33387,46392649
33388,91647884
33389,16473494
33390,2876999
33391,4220102
33392,17532710
33393,3245164
33394,42109775
33395,32148445
33396,53008526
33397,16015136
33398,24231607
33399,46398564
33400,9551356
33401,40124267
33402,92445576
33403,53504239
33404,359862
33405,765581
33406,4920936
33407,18588209
33408,9291547
33409,45493721
33410,75456128
33411,95812420
33412,16907000
33413,123384342
33414,1250749
33415,93572
33416,1225706
33417,127251401
33418,40728562
33419,1019287
33420,131703903
33421,551849
33422,110264628
33423,53104021
33424,1069771
33425,124076197
33426,2326788
33427,124076797
33428,72671402
33429,99833632
33430,53546912
33431,5057816
33432,4274801
33433,683306
33434,5111729
33435,53180741
33436,1167739
33437,765489
33438,135766342
33439,110264471
33440,4641626
33441,2946698
33442,725702
33443,17058217
33444,134161165
33445,2840389
33446,2829751
33447,126854381
33448,1169905
33449,110265988
33450,5164873
33451,604492
33452,75385534
33453,2788433
33454,17402574
33455,17501713
33456,5304063
33457,6612370
33458,110148549
33459,2985379
33460,110166816
33461,3829292
33462,1241288
33463,71928428
33464,7420694
33465,16381488
33466,3136345
33467,53172460
33468,20893843
33469,50767474
33470,4793
33471,110166634
33472,50767926
33473,4789
33474,1204011
33475,24529
33476,31729
33477,2884829
33478,3219996
33479,59887845
33480,71851961
33481,3538142
33482,16831549
33483,49660111
33484,131703147
33485,20885152
33486,802038
33487,134161907
