,cid
78210,53546006
78211,2920302
78212,46272630
78213,4082497
78214,8073133
78215,17532139
78216,863668
78217,17457136
78218,42686560
78219,121531042
78220,29859124
78221,229
78222,9903284
78223,2837838
78224,44203849
78225,3119591
78226,17217739
78227,917385
78228,17516953
78229,5222231
78230,702539
78231,121193570
78232,168039942
78233,664776
78234,8682
78235,70758448
78236,17433657
78237,53180858
78238,121510595
78239,17519163
78240,56689002
78241,616884
78242,16030190
78243,56918208
78244,16876830
78245,1088438
78246,121067491
78247,122571781
78248,2471990
78249,3236248
78250,5158693
78251,91405354
78252,22551823
78253,110247535
78254,92429352
78255,134161465
78256,46275839
78257,8320284
78258,4819674
78259,30607718
78260,40151656
78261,4306627
78262,268513
78263,121531425
78264,4426617
78265,53072073
78266,1473342
78267,1088060
78268,3243150
78269,110259555
78270,72021020
78271,3773
78272,6931652
78273,16017728
78274,135473042
78275,155999748
78276,903790
78277,121023352
78278,3244413
78279,2862026
78280,2905457
78281,35412836
78282,3497760
78283,16555072
78284,4653746
78285,2494694
78286,50743472
78287,20963325
78288,53394675
78289,4436734
78290,1431328
78291,42935636
78292,4593971
78293,3370799
78294,9261824
78295,54320785
78296,8387341
78297,42571013
78298,804510
78299,7518402
78300,6495107
78301,53127555
78302,664132
78303,5227821
78304,2772339
78305,1288148
78306,88835
78307,42943935
78308,2841714
78309,3237052
78310,1510035
78311,68888
78312,577181
78313,124076763
78314,103848180
78315,2999936
78316,21054
78317,741037
78318,20965315
78319,54765302
78320,134160422
78321,44823062
78322,91642326
78323,4306285
78324,1254512
78325,110100641
78326,685083
78327,2963217
78328,46376923
78329,2936379
78330,11190538
78331,1771886
78332,53142994
78333,24764436
78334,46325992
78335,78441565
78336,45502898
78337,110251347
78338,110262946
78339,145923293
78340,8195300
78341,4345669
78342,4426668
78343,50959552
78344,3185
78345,2797538
78346,46366306
78347,110270701
78348,110262922
78349,71969316
78350,18566710
78351,9243713
78352,755079
78353,3189
78354,893582
78355,1478074
78356,122245695
78357,73440603
78358,110135162
78359,40130441
78360,8868372
78361,124041339
78362,71919068
78363,17570285
78364,124062457
78365,53205315
78366,37597423
78367,56875377
78368,16486900
78369,20881591
78370,24588587
78371,4904183
78372,2906508
78373,1219969
78374,16645795
78375,135533417
78376,16303938
78377,121018627
78378,124053119
78379,2906344
78380,3276440
78381,2807595
78382,83275894
78383,46967533
78384,53086759
78385,127251640
78386,14091123
78387,53026659
78388,17530155
78389,86788363
78390,888798
78391,42578078
78392,86802580
78393,91914499
78394,2081150
78395,4162445
78396,135600539
78397,7517691
78398,2557
78399,3962956
78400,1485962
78401,72119932
78402,136031915
78403,126853654
78404,16765706
78405,91886033
78406,4177075
78407,3349556
78408,122565477
78409,25406412
78410,91920105
78411,17484779
78412,7312513
78413,122561611
78414,804519
78415,131703657
78416,3240040
78417,3133952
78418,16414145
78419,4522027
78420,119101553
78421,2972816
78422,134786549
78423,16019267
78424,17407229
78425,53173832
78426,748227
78427,75378084
78428,50956867
78429,2886046
78430,45981328
78431,7217773
78432,757189
78433,126825403
78434,3433216
78435,379412
78436,20876962
78437,40009329
78438,75515998
78439,3850053
78440,4610
78441,25374167
78442,1117200
78443,18205499
78444,4050778
78445,35527959
78446,27540211
78447,4779612
78448,1867239
78449,86783342
78450,92619086
78451,2810
78452,46359609
78453,44182398
78454,121137397
78455,132274056
78456,110097449
78457,53063263
78458,289420
78459,24801853
78460,1253175
78461,17584735
78462,72919959
78463,672387
78464,75471224
78465,3997674
78466,4923
78467,5353897
78468,6178111
78469,708891
78470,3164935
78471,4982834
78472,53126075
78473,816999
78474,818637
78475,46959792
78476,705575
78477,126475187
78478,17448614
78479,110076298
78480,110255892
78481,110247345
78482,3298
78483,17510975
78484,989175
78485,90072
78486,95805766
78487,48776088
78488,121518957
78489,135437751
78490,84592901
78491,121531549
78492,110251112
78493,50750036
78494,110099433
78495,56785547
78496,17217870
78497,3748645
78498,1252195
78499,16830239
78500,132773200
78501,1306734
78502,2845848
78503,124067379
78504,2662150
78505,3245144
78506,5303336
78507,22587668
78508,25470150
78509,71982948
78510,2079894
78511,691186
78512,672380
78513,16034264
78514,42917745
78515,20897646
78516,3500033
78517,92431972
78518,15254591
78519,2353765
78520,118536109
78521,587648
78522,17420536
78523,3652002
78524,5070416
78525,2997948
78526,1164400
78527,1519497
78528,56879297
78529,2155069
78530,9550356
78531,6484453
78532,221354
78533,75471740
78534,1504910
78535,3241951
78536,25278764
78537,91809804
78538,4076954
78539,1393533
78540,53202019
78541,72886299
78542,17440668
78543,95800774
78544,53581262
78545,53188747
78546,6464492
78547,25071151
78548,110252155
78549,2746476
78550,110100782
78551,17236072
78552,131698387
78553,124041182
78554,17453964
78555,24730494
78556,3639676
78557,7495124
78558,110119454
78559,2739422
78560,2082900
78561,665417
78562,91588923
78563,4312242
78564,16227712
78565,53150003
78566,2721585
78567,10442296
78568,3170439
78569,46277410
78570,1099887
78571,121017516
78572,91909816
78573,22522669
78574,5184
78575,90631829
78576,110119100
78577,2115179
78578,47015766
78579,748013
78580,121023433
78581,2787270
78582,650929
78583,675056
78584,1480491
78585,308644
78586,17409261
78587,168036377
78588,131908651
78589,216876
78590,806148
78591,53159015
78592,122569373
78593,121138126
78594,70864
78595,53096374
78596,131940728
78597,17463817
78598,72912103
78599,3892244
78600,17491920
78601,703868
78602,75501968
78603,17543720
78604,46020258
78605,830636
78606,3236169
78607,2818511
78608,659360
78609,156608272
78610,46339824
78611,92414979
78612,110199472
78613,53123546
78614,62705067
78615,110264428
78616,71300069
78617,16012181
78618,14222072
78619,43521495
78620,53141234
78621,124037845
78622,4912956
78623,729651
78624,5373578
78625,6181850
78626,594127
78627,661053
78628,72987608
78629,97417
78630,16020268
78631,24022610
78632,72924637
78633,71842065
78634,1163326
78635,67226595
78636,110269782
78637,600165
78638,66461
78639,46980497
78640,3099094
78641,75498203
78642,5309247
78643,46333673
78644,1311129
78645,126852313
78646,16029545
78647,1193213
78648,72110235
78649,848348
78650,57416153
78651,24611228
78652,5309922
78653,4779844
78654,2952211
78655,17254093
78656,126853865
78657,16883667
78658,20994886
78659,4052010
78660,137021864
78661,8002857
78662,4681455
78663,16613752
78664,146681261
78665,1148827
78666,131948114
78667,3243564
78668,2879648
78669,791187
78670,3480608
78671,109017
78672,46342654
78673,1244291
78674,781140
78675,2915063
78676,5177625
78677,2525938
78678,53170719
78679,54324167
78680,110263960
78681,60006816
78682,24237378
78683,46963071
78684,91904854
78685,14173560
78686,121494445
78687,725462
78688,3237357
78689,7593478
78690,119099531
78691,2525465
78692,75163532
78693,16191687
78694,119105161
78695,582632
78696,40143986
78697,4087223
78698,110097716
78699,53011772
78700,2112059
78701,135565042
78702,2228684
78703,40217229
78704,4906028
78705,1092430
78706,752604
78707,69696
78708,118995197
78709,16025664
78710,4555899
78711,3719913
78712,3692677
78713,119075123
78714,53187793
78715,16008766
78716,1586928
78717,86782713
78718,3236268
78719,84584966
78720,47015688
78721,126850878
78722,73046449
78723,126825313
78724,134161668
78725,110086232
78726,46365556
78727,4963222
78728,20997346
78729,4594
78730,75520801
78731,110264502
78732,5061344
78733,4171199
78734,12050196
78735,92130808
78736,53564406
78737,72126855
78738,1928208
78739,20854929
78740,24732174
78741,10206158
78742,4829341
78743,2435699
78744,2186453
78745,110262499
78746,5298617
78747,2545552
78748,53161220
78749,50966480
78750,92127612
78751,26586080
78752,91653096
78753,2988348
78754,136707200
78755,20906865
78756,975449
78757,22432940
78758,17430466
78759,71841229
78760,16263338
78761,54687815
78762,11234
78763,512191
78764,2834404
78765,694186
78766,16432677
78767,662919
78768,16024417
78769,45841831
78770,981133
78771,28128760
78772,830860
78773,749936
78774,685910
78775,110083330
78776,2853481
78777,20097109
78778,53077316
78779,3709524
78780,110091149
78781,92091459
78782,6990
78783,7866
78784,75527940
78785,53060049
78786,4244376
78787,53438230
78788,42652183
78789,53072678
78790,9246425
78791,124065463
78792,53014481
78793,20935159
78794,56965903
78795,121020389
78796,92595367
78797,4290028
78798,17475350
78799,4845839
78800,110268105
78801,110249313
78802,9173879
78803,2410001
78804,24718260
78805,16416500
78806,78357783
78807,9549213
78808,2940437
78809,4098782
78810,1100579
78811,53511888
78812,40155560
78813,4099696
78814,40019130
78815,2969639
78816,53050962
78817,56818204
78818,110104572
78819,2569154
78820,2230378
78821,53006959
78822,246940
78823,22519454
78824,72003115
78825,20950250
78826,45853638
78827,121583657
78828,647188
78829,10890299
78830,92424587
78831,4528296
78832,8080083
78833,72932251
78834,99640033
78835,137167073
78836,51070209
78837,53598143
78838,44135229
78839,2501625
78840,1486608
78841,694577
78842,4993116
78843,212240
78844,51248809
78845,15995170
78846,17254213
78847,5350
78848,3163780
78849,91887932
78850,17450436
78851,124207180
78852,46977517
78853,4791140
78854,2666735
78855,16026724
78856,3129054
78857,917557
78858,16030906
78859,12005644
78860,4871678
78861,53331567
78862,2474000
78863,66509752
78864,29344585
78865,2784019
78866,3912933
78867,46093510
78868,5366
78869,836002
78870,16009881
78871,100645915
78872,3047373
78873,50963987
78874,819793
78875,119063159
78876,122257728
78877,21092579
78878,7292645
78879,53067756
78880,26596704
78881,16388312
78882,53555250
78883,3817652
78884,3727346
78885,6619609
78886,17534824
78887,121501282
78888,16835004
78889,42900496
78890,122245457
78891,53180674
78892,17017268
78893,122162178
78894,5047238
78895,50799261
78896,46978032
78897,132451034
78898,53124662
78899,3245459
78900,110267354
78901,53027927
78902,1503612
78903,16423853
78904,698667
78905,17018070
78906,990036
78907,121016897
78908,53103920
78909,131910038
78910,1183107
78911,3640842
78912,42945871
78913,16906978
78914,1102861
78915,91896372
78916,868621
78917,20937003
78918,5122869
78919,27234611
78920,173715
78921,36387032
78922,72878156
78923,1507230
78924,11464503
78925,24242432
78926,71995944
78927,6457192
78928,3530693
78929,6622386
78930,16385540
78931,121023246
78932,29719571
78933,135652425
78934,659390
78935,6458661
78936,6498709
78937,110237693
78938,53202400
78939,42953935
78940,84587882
78941,49807238
78942,2796216
78943,84598568
78944,46249371
78945,43971051
78946,3408389
78947,24206278
78948,124053646
78949,56876072
78950,135532118
78951,18525488
78952,16012229
78953,91890312
78954,31096497
78955,110119185
78956,124058027
78957,124045680
78958,3849479
78959,2817525
78960,54326746
78961,4586764
78962,121017645
78963,40075911
78964,92602073
78965,72143633
78966,110151887
78967,4993790
78968,53581268
78969,8374093
78970,2856467
78971,140632499
78972,53187328
78973,17569639
78974,31005428
78975,78799
78976,7647643
78977,135449332
78978,42270448
78979,50972838
78980,24237602
78981,72044204
78982,2954098
78983,122561804
78984,18205183
78985,16674621
78986,71908875
78987,7581224
78988,19614891
78989,28071646
78990,95797965
78991,4523350
78992,2906776
78993,121499446
78994,722048
78995,2412874
78996,2780160
78997,3138753
78998,17750175
78999,124074301
79000,16369631
79001,1235170
79002,7870
79003,23821149
79004,4342280
79005,135573133
79006,53020899
79007,4358370
79008,16424907
79009,4549060
79010,522667
79011,17602649
79012,2824526
79013,757671
79014,110259740
79015,75399671
79016,2811041
79017,2831726
79018,708786
79019,45885243
79020,27243357
79021,26662113
79022,2844975
79023,53132720
79024,13916050
79025,45909037
79026,71994705
79027,46281707
79028,5015294
79029,33451490
79030,124075230
79031,110101084
79032,1870209
79033,723140
79034,42925985
79035,6625300
79036,8187250
79037,2743875
79038,1246150
79039,2084132
79040,37591459
79041,1606723
79042,4908735
79043,95813052
79044,53089893
79045,71852763
79046,3596758
79047,126854358
79048,2360016
79049,91906169
79050,110110922
79051,10198626
79052,246898
79053,16020722
79054,20887768
79055,121022076
79056,2123122
79057,8151178
79058,8005414
79059,1101587
79060,135408763
79061,29138911
79062,53245590
79063,18576846
79064,20895276
79065,46924819
79066,91887472
79067,2773180
79068,8505645
79069,24818718
79070,110166959
79071,1483016
79072,46353497
79073,72117127
79074,566860
79075,110268601
79076,126850571
79077,53060212
79078,12831933
79079,53099380
79080,975441
79081,136881902
79082,6484099
79083,71872647
79084,4852081
79085,53111086
79086,57855480
79087,8129280
79088,45902447
79089,1039737
79090,2206504
79091,2108379
79092,53005380
79093,2916908
79094,1485635
79095,741335
79096,121137571
79097,20947492
79098,41214
79099,38968018
79100,2807071
79101,72873734
79102,2841065
79103,124040054
79104,72907713
79105,20946841
79106,47472
79107,53512959
79108,4826967
79109,4829774
79110,12528494
79111,1521358
79112,124068480
79113,110232791
79114,124076466
79115,899292
79116,2385257
79117,53016276
79118,8004870
79119,124078331
79120,2998736
79121,1928832
79122,121017761
79123,2525578
79124,86769539
79125,4879529
79126,53011887
79127,122243992
79128,16024878
79129,119100371
79130,17506842
79131,6623860
79132,16615346
79133,56920918
79134,71911547
79135,16668224
79136,1305410
79137,720668
79138,715151
79139,1876682
79140,712225
79141,20886118
79142,57389899
79143,3160405
79144,119103871
79145,7292755
79146,71861924
79147,2797120
79148,723278
79149,25162694
79150,865208
79151,2863077
79152,136380785
79153,1085327
79154,1226342
79155,3115087
79156,24250986
79157,1094852
79158,108042
79159,135468999
79160,86797639
79161,120101
79162,3245633
79163,2471789
79164,16008093
79165,3437906
79166,8235405
79167,19580639
79168,135623973
79169,91918481
79170,868908
79171,73438965
79172,9356449
79173,45887645
79174,1039925
79175,16366182
79176,24214958
79177,42507581
79178,135513496
79179,25888988
79180,110120876
79181,16265993
79182,53500698
79183,3147926
79184,86788178
79185,669590
79186,2814227
79187,3304761
79188,45896372
79189,267769
79190,2952733
79191,20892884
79192,3136655
79193,110100110
79194,2018405
79195,16718034
79196,71984157
79197,110120602
79198,7950375
79199,9292003
79200,53195227
79201,721709
79202,16024634
79203,17566771
79204,3599537
79205,121512753
79206,91662587
79207,136031913
79208,4777565
79209,126853853
79210,131927936
79211,110089338
79212,110263019
79213,1181185
79214,110110199
79215,769185
79216,66738
79217,4055047
79218,46357435
79219,1475755
79220,131702395
79221,129005300
79222,71873649
79223,24237727
79224,126854420
79225,17540743
79226,135457197
79227,135444813
79228,4042604
79229,124215124
79230,168457822
79231,75358554
79232,45924925
79233,3688258
79234,2211711
79235,121528628
79236,9550989
79237,4050036
79238,1150835
79239,16268866
79240,121078745
79241,698945
79242,92409368
79243,118763901
79244,71656212
79245,121137607
79246,90938468
79247,16015283
79248,131702298
79249,17530092
79250,1511080
79251,6604471
79252,53051021
79253,72095252
79254,645208
79255,12005404
79256,71935227
79257,850140
79258,4559756
79259,777806
79260,211636
79261,17252862
79262,131915555
79263,2383701
79264,122244183
79265,2882959
79266,53180638
79267,22434036
79268,6626111
79269,2810060
79270,4911229
79271,1510294
79272,3251250
79273,16289343
79274,119104043
79275,728724
79276,71080313
79277,16605149
79278,122245962
79279,46277954
79280,126855547
79281,44824365
79282,119104789
79283,126852220
79284,2938287
79285,72006021
79286,27475852
79287,135903772
79288,22587969
79289,2938596
79290,5724
79291,16029774
79292,19588021
79293,4827473
79294,920318
79295,14825856
79296,4246353
79297,135546306
79298,135547804
79299,135416667
79300,17381536
79301,121519433
79302,4048773
79303,2735398
79304,24687651
79305,1823880
79306,5308986
79307,16026770
79308,16020608
79309,42924105
79310,2711978
79311,3151540
79312,2330368
79313,50962259
79314,47071962
79315,20957700
79316,3375942
79317,122245357
79318,16014
79319,3634931
79320,45796839
79321,821733
79322,16188066
79323,2948413
79324,742982
79325,3243832
79326,131894171
79327,110102615
79328,45769170
79329,45822678
79330,16023594
79331,585250
79332,53166174
79333,2765171
79334,124045022
79335,20889761
79336,91920485
79337,3804424
79338,131938930
79339,135417949
79340,78357765
79341,2872550
79342,91908518
79343,90626541
79344,29170897
79345,16673389
79346,53075894
79347,51070208
79348,7216566
79349,92597356
79350,46966458
79351,110117182
79352,669138
79353,122245903
79354,2459107
79355,8034912
79356,500199
79357,618453
79358,7119148
79359,86769773
79360,5763036
79361,5774350
79362,3129741
79363,126852641
79364,86820450
79365,22548208
79366,122243836
79367,60657473
79368,121165792
79369,839083
79370,122161574
79371,19062707
79372,1521571
79373,814499
79374,46103122
79375,42685803
79376,20862404
79377,72870025
79378,4555484
79379,122160913
79380,1814805
79381,125004383
79382,29717880
79383,54679609
79384,16927402
79385,3725049
79386,17599962
79387,16445923
79388,121590632
79389,136031671
79390,46958036
79391,110100658
79392,648418
79393,19582717
79394,12292
79395,17253930
79396,75069509
79397,2990901
79398,44824829
79399,45846512
79400,705568
79401,1035932
79402,90621715
79403,3955724
79404,721057
79405,25561283
79406,2726251
79407,769135
79408,1112009
79409,121018682
79410,121022501
79411,121182007
79412,1589785
79413,9451567
79414,121531277
79415,2197793
79416,4889972
79417,866907
79418,126465035
79419,120189521
79420,4221214
79421,16286361
79422,1113700
79423,110262171
79424,5005798
79425,53180670
79426,119071521
79427,3501359
79428,2900898
79429,5077395
79430,156000250
79431,121587849
79432,4187954
79433,123270959
79434,145920769
79435,3502084
79436,156000239
79437,1262755
79438,31646006
79439,121022234
79440,53532850
79441,72139722
79442,4694555
79443,1093901
79444,1367800
79445,708101
79446,8621034
79447,52638274
79448,9883333
79449,38210403
79450,53557660
79451,56737614
79452,72015324
79453,5251896
79454,119075084
79455,72001927
79456,126855185
79457,7768116
79458,45221586
79459,40163798
79460,3627593
79461,1107087
79462,131703961
79463,4792951
79464,110250010
79465,716169
79466,2629660
79467,46272430
79468,110267065
79469,121530433
79470,2208354
79471,50928269
79472,878641
79473,16454819
79474,1300907
79475,121022747
79476,46364281
79477,8885439
79478,703820
79479,110219303
79480,2915257
79481,2778936
79482,2746732
79483,53070785
79484,16254981
79485,91933367
79486,4358903
79487,2326513
79488,3394
79489,74579733
79490,2821690
79491,110263758
79492,2968432
79493,38379117
79494,24543273
79495,17746348
79496,43411307
79497,69894
79498,1307326
79499,52900194
79500,715343
79501,3103390
79502,17013460
79503,91893618
79504,46951777
79505,11507173
79506,666868
79507,44821681
79508,53057741
79509,562401
79510,119104410
79511,132334586
79512,16382403
79513,46253845
79514,57731899
79515,16307662
79516,24421511
79517,2804118
79518,127248426
79519,9313861
79520,3336226
79521,46978627
79522,16195647
79523,73439762
79524,84597137
79525,3117027
79526,71993204
79527,72011888
79528,49848070
79529,12475397
79530,16013059
79531,706268
79532,23991760
79533,9551406
79534,2692
79535,6229333
79536,9170387
79537,3519851
79538,4329763
79539,110091838
79540,886156
79541,1367016
79542,12629212
79543,1503471
79544,16004119
79545,126855337
79546,16258574
79547,22582582
79548,5309950
79549,11821241
79550,121526567
79551,46364324
79552,2168035
79553,54679934
79554,3244425
79555,17439343
79556,20925185
79557,53126780
79558,124054853
79559,3236133
79560,148177
79561,1470718
79562,110252423
79563,53056560
79564,8011251
79565,45896582
79566,5173753
79567,695881
79568,16350439
79569,2952287
79570,613092
79571,86773290
79572,17406469
79573,72845694
79574,12530
79575,75477736
79576,1498197
79577,134161462
79578,50847006
79579,124071853
79580,564923
79581,53180771
79582,2768822
79583,86778499
79584,50846243
79585,103848790
79586,5146819
79587,51122109
79588,102892
79589,2843097
79590,119105506
79591,91592431
79592,110092499
79593,110266861
79594,1720540
79595,16390190
79596,16424299
79597,84598968
79598,30184244
79599,4130363
79600,53060143
79601,71796113
79602,3118147
79603,69060445
79604,4982240
79605,24746964
79606,72887803
79607,14140130
79608,110197521
79609,4167770
79610,53042873
79611,11478363
79612,119067845
79613,2862455
79614,110271340
79615,900602
79616,110152617
79617,122243496
79618,3640000
79619,6484553
79620,121023471
79621,4289349
79622,110091924
79623,3656402
79624,110096730
79625,135444940
79626,16387222
79627,16011571
79628,16018791
79629,6807334
79630,42687227
79631,53183454
79632,119105042
79633,5694
79634,53077605
79635,4565917
79636,660401
79637,110166937
79638,1352587
79639,570163
79640,60289271
79641,977364
79642,53032167
79643,53040760
79644,90743627
79645,3109930
79646,121502801
79647,53072891
79648,20854765
79649,2930623
79650,4645481
79651,883445
79652,75521126
79653,11839626
79654,2158383
79655,4052300
79656,92421171
79657,53576067
79658,17546403
79659,2818281
79660,1575468
79661,71920972
79662,2126
79663,4014493
79664,4906821
79665,73439895
79666,25516843
79667,6460344
79668,126854664
79669,5308781
79670,110117254
79671,16284322
79672,124214986
79673,122160930
79674,44143088
79675,5151741
79676,1482786
79677,2252798
79678,4168
79679,9551492
79680,121181939
79681,102979955
79682,92422624
79683,46377083
79684,121500808
79685,50967281
79686,110097179
79687,50804822
79688,16250999
79689,72871989
79690,970414
79691,46343019
79692,4374559
79693,22432367
79694,2515073
79695,2727743
79696,20860515
79697,91302628
79698,72122721
79699,732389
79700,9843089
79701,3922009
79702,52920501
79703,16021292
79704,53042197
79705,91892564
79706,22425057
79707,934102
79708,69135
79709,132457287
79710,10749539
79711,5301951
79712,563014
79713,113256477
79714,2390
79715,20996187
79716,2802979
79717,55026559
79718,1589789
79719,53169725
79720,132776996
79721,23341795
79722,71844251
79723,900751
79724,20861849
79725,626332
79726,2980459
79727,110246037
79728,1479645
79729,122566206
79730,46279689
79731,2295450
79732,3115281
79733,649206
79734,110100952
79735,53180394
79736,119081415
79737,91813091
79738,91810137
79739,879117
79740,17756786
79741,5121106
79742,9992142
79743,56792925
79744,92416230
79745,5449454
79746,5159230
79747,121017564
79748,620319
79749,5058057
79750,131926707
79751,40123652
79752,16025784
79753,131920995
79754,234911
79755,119061957
79756,24587870
79757,84597678
79758,5464170
79759,17220215
79760,8134677
79761,136666353
79762,3387038
79763,338999
79764,121017167
79765,500
79766,25200642
79767,95812408
79768,20912351
79769,16349896
79770,21014417
79771,8684993
79772,72838641
79773,3100693
79774,20929105
79775,8721969
79776,110252855
79777,731741
79778,129002031
79779,16023999
79780,2259367
79781,725279
79782,4398403
79783,92089859
79784,22552012
79785,4747376
79786,1908275
79787,46289953
79788,1152878
79789,17585604
79790,92596158
79791,784805
79792,3828439
79793,35295003
79794,858362
79795,46359415
79796,4536429
79797,42940717
79798,19590148
79799,132334580
79800,74135951
79801,3126148
79802,24789583
79803,28818768
79804,11005
79805,131919263
79806,4090839
79807,83273179
79808,75526909
79809,126853857
79810,1190535
79811,2745782
79812,16846541
79813,4387413
79814,1747919
79815,53568026
79816,121168614
79817,10121417
79818,2125605
79819,73139612
79820,46966234
79821,752807
79822,132371800
79823,91904093
79824,16015960
79825,66509947
79826,16321864
79827,28275525
79828,135445590
79829,2740914
79830,16193594
79831,110257652
79832,56688374
79833,3479762
79834,1099830
79835,684323
79836,136881151
79837,2729300
79838,2799722
79839,5089683
79840,42655950
79841,1369652
79842,4753644
79843,1205156
79844,45252830
79845,2997937
79846,7172096
79847,2998999
79848,129596790
79849,34637437
79850,2292448
79851,2079916
79852,8852175
79853,22520579
79854,71981373
79855,110260122
79856,54334957
79857,90621579
79858,5318980
79859,9884685
79860,2914284
79861,3535048
79862,8441528
79863,124204671
79864,46965982
79865,110252975
79866,2867784
79867,86566678
79868,42195810
79869,3163770
79870,51070428
79871,31937208
79872,110112242
79873,53097553
79874,316426
79875,3768740
79876,70727601
79877,5295779
79878,2986171
79879,11464
79880,2278564
79881,49652149
79882,17559977
79883,3564277
79884,42172278
79885,8034033
79886,17418574
79887,17436696
79888,2128942
79889,2458196
79890,56921909
79891,47399768
79892,56919915
79893,4889
79894,757862
79895,75442182
79896,707953
79897,1616703
79898,119068222
79899,110119634
79900,49678094
79901,20923884
79902,2152064
79903,53120379
79904,53042351
79905,751776
79906,5212328
79907,3154011
79908,3664418
79909,1543877
79910,53004990
79911,136950
79912,15989758
79913,3117541
79914,132451523
79915,108451608
79916,22553844
79917,46341951
79918,20935024
79919,3117903
79920,44821836
79921,53121590
79922,85111589
79923,16802395
79924,6621939
79925,16487771
79926,110213527
79927,126824905
79928,75505190
79929,16956867
79930,16373452
79931,102680493
79932,9207962
79933,2440799
79934,168039148
79935,51115328
79936,5144354
79937,46382252
79938,808415
79939,58347737
79940,39991820
79941,531641
79942,16347200
79943,72123168
79944,4265628
79945,110084672
79946,124043629
79947,9551368
79948,12736
79949,28956008
79950,703806
79951,24100326
79952,137316881
79953,729483
79954,110093425
79955,2772237
79956,121018679
79957,91909258
79958,70647728
79959,110099540
79960,13483763
79961,72860966
79962,40011748
79963,9904854
79964,33766691
79965,17435879
79966,972200
79967,3423719
79968,2971432
79969,132372359
79970,121509793
79971,703765
79972,53130827
79973,2950692
79974,17454671
79975,20920528
79976,4030065
79977,52697245
79978,121517168
79979,4832031
79980,4095302
79981,91906160
79982,4161015
79983,4156665
79984,52258474
79985,52999032
79986,20970812
79987,137915521
79988,16020707
79989,53135095
79990,84592977
79991,4158561
79992,126927041
79993,83277125
79994,2829966
79995,121021058
79996,2971925
79997,5310446
79998,25476933
79999,91145925
80000,2826596
80001,71873443
80002,50810656
80003,126852492
80004,2833799
80005,4603394
80006,4891910
80007,91908893
80008,22332606
80009,5038807
80010,119100283
80011,734373
80012,45871477
80013,2032320
80014,22586978
80015,53085199
80016,135652740
80017,2402591
80018,4888
80019,6469501
80020,987911
80021,20784
80022,15989991
80023,38965897
80024,4173504
80025,20860565
80026,1246872
80027,71926520
80028,666466
80029,24817875
80030,1636941
80031,5559015
80032,5739292
80033,110118516
80034,1292039
80035,2209318
80036,20865361
80037,118776793
80038,122162240
80039,50777984
80040,627025
80041,76022323
80042,3131935
80043,2956109
80044,671212
80045,136108222
80046,16008487
80047,46338196
80048,3341
80049,46102914
80050,16032047
80051,110166701
80052,2331222
80053,19582242
80054,2414294
80055,71995021
80056,121016672
80057,2848044
80058,1522669
80059,134160508
80060,110261226
80061,75375444
80062,19119
80063,71858194
80064,3101108
80065,127266156
80066,2826594
80067,171833
80068,45842493
80069,51128234
80070,3517247
80071,45197415
80072,2117002
80073,3240529
80074,136048245
80075,46028500
80076,443423
80077,17434083
80078,2154
80079,75615264
80080,27372686
80081,53188816
80082,559296
80083,17492703
80084,23612272
80085,47035756
80086,703316
80087,21924
80088,605938
80089,1475455
80090,647266
80091,4766830
80092,1487744
80093,707815
80094,86801485
80095,45822180
80096,42930558
80097,3463235
80098,3431969
80099,5922
80100,91904213
80101,935358
80102,46255278
80103,2881175
80104,1884508
80105,39992143
80106,123609782
80107,17452374
80108,4536763
80109,110141908
80110,2740876
80111,9452403
80112,1243008
80113,20936398
80114,110107052
80115,8135707
80116,3107912
80117,8001632
80118,75495108
80119,20855818
80120,25381562
80121,131910201
80122,4843759
80123,1462200
80124,25429
80125,4803470
80126,677053
80127,60561351
80128,7997507
80129,1006439
80130,42628528
80131,2653827
80132,865671
80133,1247135
80134,2085622
80135,156602065
80136,46998285
80137,3099419
80138,3525401
80139,26967009
80140,5282338
80141,131934144
80142,16297294
80143,761915
80144,122568836
80145,54337244
80146,71909032
80147,131703411
80148,7996599
80149,45942672
80150,92444956
80151,59474330
80152,994873
80153,863028
80154,5181465
80155,20906161
80156,53058326
80157,21821940
80158,24588559
80159,135324340
80160,3759660
80161,3433615
80162,706349
80163,17203531
80164,74223469
80165,17584354
80166,110110652
80167,3188043
80168,119101797
80169,16022304
80170,4285638
80171,2801555
80172,2569790
80173,978234
80174,16801341
80175,2811447
80176,86793835
80177,134160833
80178,45804036
80179,53054538
80180,16282740
80181,2566813
80182,25601437
80183,91691129
80184,817167
80185,20904118
80186,3888675
80187,121585320
80188,1068594
80189,45502197
80190,5040980
80191,110101341
80192,4880088
80193,10253143
80194,5033823
80195,5170611
80196,23604748
80197,71858853
80198,91888996
80199,16283960
80200,92607115
80201,46954330
80202,127267347
80203,2177703
80204,2828650
80205,14651972
80206,53041906
80207,4880407
80208,20855311
80209,122567688
80210,110266217
80211,4500366
80212,76147910
80213,30667251
80214,45986801
80215,1119054
80216,2466337
80217,110128989
80218,2999043
80219,46093535
80220,1385218
80221,2089598
80222,44253025
80223,1253064
80224,2882880
80225,124048079
80226,25670698
80227,53104583
80228,2741575
80229,2761012
80230,11517980
80231,109096
80232,122161710
80233,745063
80234,42308071
80235,132765467
80236,3181992
80237,2983069
80238,22509630
80239,750125
80240,5601332
80241,4884615
80242,9347651
80243,5601
